A  -  1449 ocorrências
ROLL  -  1 ocorrências
ROLLED  -  2 ocorrências
ROMAN  -  1 ocorrências
ROMANCE  -  1 ocorrências
ROMANS  -  1 ocorrências
ROMANTIC  -  4 ocorrências
ROME  -  1 ocorrências
ROMULUS  -  1 ocorrências
RONCESVALLES  -  1 ocorrências
ROOF  -  1 ocorrências
ROOM  -  32 ocorrências
ROOMS  -  1 ocorrências
ROOTED  -  1 ocorrências
ROOTS  -  4 ocorrências
ROSE  -  16 ocorrências
ROSES  -  1 ocorrências
ROSY  -  1 ocorrências
ROTTERDAM  -  2 ocorrências
ROUGH  -  2 ocorrências
ROUGHER  -  1 ocorrências
ROUGHLY  -  1 ocorrências
ROUND  -  12 ocorrências
ROUSE  -  2 ocorrências
ROUSED  -  7 ocorrências
ROUSES  -  1 ocorrências
ROUTE  -  2 ocorrências
ROUTINE  -  2 ocorrências
ROW  -  1 ocorrências
ROWING  -  2 ocorrências
ROYALTIES  -  2 ocorrências
ROYALTY  -  3 ocorrências
RUBBED  -  1 ocorrências
RUBBING  -  1 ocorrências
RUDDER  -  2 ocorrências
RUDE  -  6 ocorrências
RUFFLED  -  1 ocorrências
RUGGED  -  4 ocorrências
RUGGEDNESS  -  1 ocorrências
RUIN  -  9 ocorrências
RUINED  -  4 ocorrências
RUINS  -  3 ocorrências
RULE  -  3 ocorrências
RULED  -  2 ocorrências
RULES  -  2 ocorrências
RUMBLING  -  1 ocorrências
RUN  -  2 ocorrências
RUNNING  -  3 ocorrências
RUSH  -  2 ocorrências
RUSHED  -  10 ocorrências
RUSHING  -  2 ocorrências
RUSSIA  -  2 ocorrências
RUSSIAN  -  1 ocorrências
RUSTIC  -  4 ocorrências
RUSTLING  -  1 ocorrências
S  -  98 ocorrências
SACRED  -  1 ocorrências
SACRIFICE  -  5 ocorrências
SACRIFICED  -  2 ocorrências
SACRILEGE  -  3 ocorrências
SAD  -  10 ocorrências
SADDEST  -  1 ocorrências
SADNESS  -  4 ocorrências
SAFE  -  7 ocorrências
SAFETY  -  10 ocorrências
SAFIE  -  25 ocorrências
SAGACITY  -  2 ocorrências
SAID  -  102 ocorrências
SAIL  -  5 ocorrências
SAILED  -  4 ocorrências
SAILING  -  1 ocorrências
SAILORS  -  10 ocorrências
SAILS  -  2 ocorrências
SAINTLY  -  2 ocorrências
SAKE  -  8 ocorrências
SAKES  -  1 ocorrências
SAL  -  4 ocorrências
SALLIES  -  1 ocorrências
SALT  -  1 ocorrências
SALUBRIOUS  -  1 ocorrências
SALUTATIONS  -  1 ocorrências
SALUTED  -  2 ocorrências
SALVATION  -  1 ocorrências
SAME  -  64 ocorrências
SANDS  -  1 ocorrências
SANDY  -  1 ocorrências
SANG  -  3 ocorrências
SANGUINARY  -  2 ocorrências
SANK  -  19 ocorrências
SANSKRIT  -  1 ocorrências
SAR  -  1 ocorrências
SAT  -  25 ocorrências
SATAN  -  2 ocorrências
SATIATE  -  1 ocorrências
SATIATED  -  3 ocorrências
SATISFACTION  -  1 ocorrências
SATISFIED  -  12 ocorrências
SATISFY  -  7 ocorrências
SATISFYING  -  1 ocorrências
SAVAGE  -  3 ocorrências
SAVE  -  7 ocorrências
SAVED  -  7 ocorrências
SAVILLE  -  4 ocorrências
SAVIOUR  -  1 ocorrências
SAVOURY  -  1 ocorrências
SAVOY  -  1 ocorrências
SAW  -  94 ocorrências
SAY  -  23 ocorrências
SAYING  -  4 ocorrências
SAYS  -  1 ocorrências
SCAFFOLD  -  3 ocorrências
SCALE  -  1 ocorrências
SCALING  -  1 ocorrências
SCANTY  -  1 ocorrências
SCARCE  -  1 ocorrências
SCARCELY  -  13 ocorrências
SCARED  -  2 ocorrências
SCARING  -  1 ocorrências
SCARLET  -  1 ocorrências
SCATTERED  -  5 ocorrências
SCENE  -  44 ocorrências
SCENERY  -  4 ocorrências
SCENES  -  16 ocorrências
SCENT  -  2 ocorrências
SCENTS  -  2 ocorrências
SCHEMES  -  1 ocorrências
SCHIAVI  -  1 ocorrências
SCHOOL  -  2 ocorrências
SCHOOLBOYS  -  1 ocorrências
SCHOOLFELLOW  -  1 ocorrências
SCHOOLMASTER  -  1 ocorrências
SCHOOLS  -  2 ocorrências
SCIENCE  -  28 ocorrências
SCIENCES  -  1 ocorrências
SCIENTIFIC  -  3 ocorrências
SCION  -  1 ocorrências
SCOFFING  -  2 ocorrências
SCOPE  -  4 ocorrências
SCORN  -  3 ocorrências
SCOTCH  -  2 ocorrências
SCOTLAND  -  5 ocorrências
SCOURGE  -  1 ocorrências
SCRAGGY  -  1 ocorrências
SCREAM  -  4 ocorrências
SCREAMED  -  1 ocorrências
SEA  -  34 ocorrências
SEAFARING  -  1 ocorrências
SEAL  -  1 ocorrências
SEALED  -  1 ocorrências
SEAMEN  -  1 ocorrências
SEARCH  -  8 ocorrências
SEARCHING  -  1 ocorrências
SEAS  -  6 ocorrências
SEASHORE  -  1 ocorrências
SEASON  -  9 ocorrências
SEASONS  -  3 ocorrências
SEAT  -  5 ocorrências
SEATED  -  4 ocorrências
SEATING  -  1 ocorrências
SECHERON  -  1 ocorrências
SECLUDED  -  3 ocorrências
SECLUSION  -  1 ocorrências
SECOND  -  6 ocorrências
SECONDARY  -  2 ocorrências
SECRET  -  13 ocorrências
SECRETLY  -  1 ocorrências
SECRETS  -  5 ocorrências
SECTION  -  7 ocorrências
SECTIONS  -  1 ocorrências
SECURE  -  8 ocorrências
SECURED  -  2 ocorrências
SECURELY  -  1 ocorrências
SECURING  -  1 ocorrências
SECURITY  -  1 ocorrências
SEDULOUS  -  1 ocorrências
SEE  -  53 ocorrências
SEEING  -  8 ocorrências
SEEK  -  26 ocorrências
SEEKING  -  2 ocorrências
SEEM  -  4 ocorrências
SEEMED  -  36 ocorrências
SEEMING  -  2 ocorrências
SEEMINGLY  -  4 ocorrências
SEEMS  -  4 ocorrências
SEEN  -  20 ocorrências
SEIZE  -  5 ocorrências
SEIZED  -  16 ocorrências
SEIZING  -  1 ocorrências
SEIZURE  -  1 ocorrências
SELDOM  -  6 ocorrências
SELECT  -  1 ocorrências
SELECTED  -  3 ocorrências
SELF  -  16 ocorrências
SELFISH  -  4 ocorrências
SELFISHNESS  -  4 ocorrências
SELL  -  1 ocorrências
SEMBLANCE  -  1 ocorrências
SEND  -  3 ocorrências
SENDING  -  2 ocorrências
SENSATION  -  12 ocorrências
SENSATIONS  -  32 ocorrências
SENSE  -  12 ocorrências
SENSELESS  -  4 ocorrências
SENSES  -  8 ocorrências
SENSIBILITIES  -  1 ocorrências
SENSIBILITY  -  3 ocorrências
SENSIBLY  -  3 ocorrências
SENSITIVE  -  3 ocorrências
SENSITIVENESS  -  2 ocorrências
SENT  -  6 ocorrências
SENTENCE  -  7 ocorrências
SENTENCES  -  1 ocorrências
SENTIMENT  -  4 ocorrências
SENTIMENTS  -  4 ocorrências
SEPARATED  -  3 ocorrências
SEPARATION  -  1 ocorrências
SEPTEMBER  -  6 ocorrências
SEPULCHRE  -  1 ocorrências
SERENE  -  7 ocorrências
SERENITY  -  1 ocorrências
SERIES  -  5 ocorrências
SERIOUS  -  3 ocorrências
SERIOUSNESS  -  1 ocorrências
SERPENT  -  1 ocorrências
SERVANT  -  8 ocorrências
SERVANTS  -  5 ocorrências
SERVE  -  1 ocorrências
SERVES  -  1 ocorrências
SERVICE  -  4 ocorrências
SERVICEABLE  -  1 ocorrências
SERVICES  -  3 ocorrências
SERVING  -  1 ocorrências
SERVOX  -  2 ocorrências
SET  -  21 ocorrências
SETTING  -  5 ocorrências
SETTLED  -  2 ocorrências
SEVEN  -  2 ocorrências
SEVENTEEN  -  1 ocorrências
SEVERAL  -  52 ocorrências
SEVERE  -  5 ocorrências
SEVERITY  -  3 ocorrências
SEX  -  1 ocorrências
SEXES  -  1 ocorrências
SHADE  -  4 ocorrências
SHADED  -  2 ocorrências
SHADES  -  3 ocorrências
SHADOW  -  8 ocorrências
SHADOWS  -  1 ocorrências
SHAKE  -  4 ocorrências
SHAKEN  -  2 ocorrências
SHAKESPEARE  -  1 ocorrências
SHALL  -  107 ocorrências
SHAME  -  1 ocorrências
SHAMEFULLY  -  1 ocorrências
SHAPE  -  7 ocorrências
SHAPES  -  3 ocorrências
SHARE  -  5 ocorrências
SHARED  -  3 ocorrências
SHARING  -  1 ocorrências
SHATTERED  -  5 ocorrências
SHE  -  255 ocorrências
SHED  -  8 ocorrências
SHEET  -  1 ocorrências
SHEETS  -  1 ocorrências
SHELLEY  -  4 ocorrências
SHELLS  -  1 ocorrências
SHELTER  -  4 ocorrências
SHELTERED  -  2 ocorrências
SHEPHERD  -  2 ocorrências
SHIFTING  -  1 ocorrências
SHINE  -  3 ocorrências
SHINING  -  2 ocorrências
SHIP  -  8 ocorrências
SHIPPING  -  1 ocorrências
SHIVER  -  1 ocorrências
SHIVERING  -  1 ocorrências
SHOCK  -  4 ocorrências
SHOCKING  -  1 ocorrências
SHOCKS  -  1 ocorrências
SHONE  -  10 ocorrências
SHOOK  -  1 ocorrências
SHOOTING  -  1 ocorrências
SHORE  -  16 ocorrências
SHORES  -  5 ocorrências
SHORT  -  17 ocorrências
SHORTENED  -  1 ocorrências
SHORTLY  -  1 ocorrências
SHOT  -  1 ocorrências
SHOULD  -  155 ocorrências
SHOULDER  -  2 ocorrências
SHOULDERS  -  1 ocorrências
SHOUT  -  2 ocorrências
SHOW  -  3 ocorrências
SHOWED  -  7 ocorrências
SHOWER  -  1 ocorrências
SHOWERS  -  1 ocorrências
SHOWN  -  4 ocorrências
SHRANK  -  1 ocorrências
SHRIEKED  -  3 ocorrências
SHRIEKS  -  1 ocorrências
SHRILL  -  2 ocorrências
SHRINE  -  1 ocorrências
SHRINK  -  2 ocorrências
SHRIVELLED  -  1 ocorrências
SHROUD  -  1 ocorrências
SHUDDER  -  4 ocorrências
SHUDDERED  -  5 ocorrências
SHUDDERING  -  3 ocorrências
SHUNNED  -  3 ocorrências
SHUT  -  12 ocorrências
SHUTTERS  -  2 ocorrências
SHUTTING  -  2 ocorrências
SICK  -  3 ocorrências
SICKBED  -  2 ocorrências
SICKEN  -  1 ocorrências
SICKENED  -  5 ocorrências
SICKENING  -  4 ocorrências
SICKNESS  -  5 ocorrências
SIDE  -  8 ocorrências
SIDES  -  10 ocorrências
SIGH  -  1 ocorrências
SIGHED  -  1 ocorrências
SIGHT  -  25 ocorrências
SIGHTS  -  6 ocorrências
SIGN  -  2 ocorrências
SIGNAL  -  2 ocorrências
SIGNIFICATION  -  2 ocorrências
SIGNS  -  6 ocorrências
SILENCE  -  14 ocorrências
SILENT  -  15 ocorrências
SILKEN  -  1 ocorrências
SILVER  -  3 ocorrências
SIMILAR  -  1 ocorrências
SIMILARITY  -  1 ocorrências
SIMPLE  -  7 ocorrências
SIMPLER  -  2 ocorrências
SIMPLEST  -  2 ocorrências
SIMPLY  -  1 ocorrências
SINCE  -  27 ocorrências
SINCERE  -  2 ocorrências
SINCERELY  -  8 ocorrências
SINCEREST  -  1 ocorrências
SINCERITY  -  1 ocorrências
SINGLE  -  8 ocorrências
SINGULAR  -  3 ocorrências
SINGULARLY  -  2 ocorrências
SINISTER  -  1 ocorrências
SINK  -  7 ocorrências
SINKING  -  2 ocorrências
SINKS  -  2 ocorrências
SINNED  -  1 ocorrências
SINS  -  2 ocorrências
SIR  -  7 ocorrências
SIROC  -  1 ocorrências
SISTER  -  28 ocorrências
SIT  -  2 ocorrências
SITE  -  4 ocorrências
SITTING  -  1 ocorrências
SITUATED  -  5 ocorrências
SITUATION  -  10 ocorrências
SITUATIONS  -  3 ocorrências
SIX  -  4 ocorrências
SIXTEEN  -  1 ocorrências
SIXTH  -  1 ocorrências
SKELETON  -  1 ocorrências
SKIES  -  2 ocorrências
SKIFF  -  2 ocorrências
SKILL  -  1 ocorrências
SKIMS  -  1 ocorrências
SKIN  -  2 ocorrências
SKIRTED  -  1 ocorrências
SKIRTING  -  1 ocorrências
SKY  -  14 ocorrências
SLACKENED  -  1 ocorrências
SLAKED  -  1 ocorrências
SLAUGHTER  -  2 ocorrências
SLAVE  -  6 ocorrências
SLAVERY  -  4 ocorrências
SLEDGE  -  13 ocorrências
SLEDGES  -  1 ocorrências
SLEEP  -  21 ocorrências
SLEEPER  -  1 ocorrências
SLEEPING  -  3 ocorrências
SLEEPLESS  -  2 ocorrências
SLEEPS  -  1 ocorrências
SLENDERLY  -  1 ocorrências
SLEPT  -  8 ocorrências
SLIGHT  -  9 ocorrências
SLIGHTEST  -  3 ocorrências
SLIPPED  -  1 ocorrências
SLOPING  -  2 ocorrências
SLOTHFUL  -  1 ocorrências
SLOUGH  -  1 ocorrências
SLOW  -  7 ocorrências
SLOWLY  -  3 ocorrências
SLUMBERS  -  1 ocorrências
SLY  -  1 ocorrências
SMALL  -  18 ocorrências
SMELT  -  1 ocorrências
SMILE  -  9 ocorrências
SMILED  -  4 ocorrências
SMILES  -  15 ocorrências
SMILING  -  3 ocorrências
SMITTEN  -  1 ocorrências
SMOKE  -  1 ocorrências
SMOOTH  -  1 ocorrências
SMOOTHED  -  1 ocorrências
SMOTHERED  -  1 ocorrências
SNAKE  -  1 ocorrências
SNATCHED  -  4 ocorrências
SNATCHES  -  1 ocorrências
SNOW  -  16 ocorrências
SNOWS  -  3 ocorrências
SNOWY  -  7 ocorrências
SO  -  211 ocorrências
SOAR  -  1 ocorrências
SOARING  -  2 ocorrências
SOBBED  -  2 ocorrências
SOBS  -  1 ocorrências
SOCIAL  -  1 ocorrências
SOCIETY  -  15 ocorrências
SOCKETS  -  2 ocorrências
SOD  -  1 ocorrências
SOFT  -  6 ocorrências
SOFTEN  -  1 ocorrências
SOFTENED  -  3 ocorrências
SOFTLY  -  1 ocorrências
SOFTNESS  -  1 ocorrências
SOIL  -  1 ocorrências
SOLDIER  -  1 ocorrências
SOLE  -  3 ocorrências
SOLELY  -  2 ocorrências
SOLEMN  -  8 ocorrências
SOLEMNISATION  -  2 ocorrências
SOLEMNISING  -  1 ocorrências
SOLEMNITY  -  4 ocorrências
SOLICIT  -  2 ocorrências
SOLICITATION  -  1 ocorrências
SOLICITED  -  2 ocorrências
SOLICITUDE  -  1 ocorrências
SOLID  -  1 ocorrências
SOLITARY  -  10 ocorrências
SOLITUDE  -  15 ocorrências
SOLITUDES  -  1 ocorrências
SOLON  -  1 ocorrências
SOLVE  -  2 ocorrências
SOMBRE  -  1 ocorrências
SOME  -  148 ocorrências
SOMEONE  -  5 ocorrências
SOMETHING  -  17 ocorrências
SOMETIMES  -  60 ocorrências
SOMEWHAT  -  5 ocorrências
SON  -  19 ocorrências
SONG  -  1 ocorrências
SONGS  -  3 ocorrências
SOON  -  71 ocorrências
SOONER  -  4 ocorrências
SOOTHE  -  4 ocorrências
SOOTHED  -  5 ocorrências
SOOTHING  -  4 ocorrências
SOPHISMS  -  1 ocorrências
SORROW  -  15 ocorrências
SORROWFUL  -  7 ocorrências
SORROWING  -  1 ocorrências
SORROWS  -  7 ocorrências
SORRY  -  3 ocorrências
SOUGHT  -  18 ocorrências
SOUL  -  38 ocorrências
SOULS  -  2 ocorrências
SOUND  -  22 ocorrências
SOUNDED  -  1 ocorrências
SOUNDING  -  1 ocorrências
SOUNDLY  -  1 ocorrências
SOUNDS  -  16 ocorrências
SOUP  -  1 ocorrências
SOURCE  -  5 ocorrências
SOURCES  -  2 ocorrências
SOUTH  -  6 ocorrências
SOUTHERN  -  3 ocorrências
SOUTHWARDS  -  3 ocorrências
SOUTHWESTERLY  -  1 ocorrências
SPACE  -  3 ocorrências
SPANISH  -  1 ocorrências
SPARE  -  3 ocorrências
SPARED  -  5 ocorrências
SPARK  -  3 ocorrências
SPARKLED  -  3 ocorrências
SPARROW  -  1 ocorrências
SPEAK  -  15 ocorrências
SPEAKER  -  1 ocorrências
SPEAKING  -  2 ocorrências
SPEAKS  -  2 ocorrências
SPECIAL  -  1 ocorrências
SPECIES  -  11 ocorrências
SPECIFIC  -  1 ocorrências
SPECIFIED  -  2 ocorrências
SPECIMEN  -  1 ocorrências
SPECK  -  1 ocorrências
SPECKED  -  1 ocorrências
SPECTACLE  -  1 ocorrências
SPECTATORS  -  1 ocorrências
SPECTRE  -  3 ocorrências
SPECULATION  -  1 ocorrências
SPECULATIONS  -  1 ocorrências
SPEECH  -  8 ocorrências
SPEECHLESS  -  1 ocorrências
SPEED  -  7 ocorrências
SPEEDILY  -  7 ocorrências
SPEEDY  -  1 ocorrências
SPEND  -  6 ocorrências
SPENT  -  25 ocorrências
SPHERE  -  1 ocorrências
SPIRE  -  1 ocorrências
SPIRES  -  1 ocorrências
SPIRIT  -  34 ocorrências
SPIRITS  -  31 ocorrências
SPITE  -  4 ocorrências
SPLENDOUR  -  1 ocorrências
SPLINTERED  -  1 ocorrências
SPLIT  -  2 ocorrências
SPOILED  -  1 ocorrências
SPOILER  -  1 ocorrências
SPOKE  -  25 ocorrências
SPOKEN  -  3 ocorrências
SPORT  -  3 ocorrências
SPORTIVENESS  -  1 ocorrências
SPOT  -  20 ocorrências
SPOTS  -  1 ocorrências
SPOUT  -  1 ocorrências
SPRANG  -  4 ocorrências
SPREAD  -  4 ocorrências
SPREADING  -  1 ocorrências
SPRING  -  12 ocorrências
SPRINGING  -  1 ocorrências
SPRINGS  -  1 ocorrências
SPRUNG  -  2 ocorrências
SPURN  -  2 ocorrências
SPURNED  -  4 ocorrências
SPURRED  -  1 ocorrências
SQUALID  -  2 ocorrências
SQUALIDNESS  -  2 ocorrências
SQUAT  -  1 ocorrências
ST  -  6 ocorrências
STAFF  -  1 ocorrências
STAG  -  1 ocorrências
STAGE  -  1 ocorrências
STAGECOACH  -  1 ocorrências
STAGES  -  1 ocorrências
STAGGERED  -  1 ocorrências
STAIRCASE  -  1 ocorrências
STAIRS  -  1 ocorrências
STAMP  -  1 ocorrências
STAND  -  2 ocorrências
STANDARD  -  1 ocorrências
STANDING  -  3 ocorrências
STAR  -  2 ocorrências
STARE  -  1 ocorrências
STARED  -  1 ocorrências
STARRY  -  1 ocorrências
STARS  -  11 ocorrências
START  -  3 ocorrências
STARTED  -  6 ocorrências
STARTING  -  1 ocorrências
STARTLED  -  2 ocorrências
STARVATION  -  2 ocorrências
STATE  -  30 ocorrências
STATED  -  1 ocorrências
STATELY  -  2 ocorrências
STATEMENT  -  1 ocorrências
STATEMENTS  -  1 ocorrências
STATES  -  15 ocorrências
STATION  -  2 ocorrências
STATURE  -  7 ocorrências
STATUS  -  4 ocorrências
STAY  -  5 ocorrências
STAYED  -  2 ocorrências
STEADILY  -  1 ocorrências
STEADY  -  2 ocorrências
STEAL  -  1 ocorrências
STEALTH  -  1 ocorrências
STEEL  -  1 ocorrências
STEEP  -  1 ocorrências
STEEPLE  -  3 ocorrências
STEEPLES  -  1 ocorrências
STEERED  -  1 ocorrências
STEP  -  7 ocorrências
STEPPED  -  2 ocorrências
STEPS  -  19 ocorrências
STICK  -  1 ocorrências
STIFF  -  1 ocorrências
STIFLE  -  2 ocorrências
STIGMA  -  1 ocorrências
STILL  -  68 ocorrências
STILLNESS  -  2 ocorrências
STIMULATED  -  1 ocorrências
STIMULUS  -  1 ocorrências
STING  -  4 ocorrências
STINGS  -  1 ocorrências
STIR  -  1 ocorrências
STIRRED  -  3 ocorrências
STOCK  -  3 ocorrências
STOLE  -  4 ocorrências
STOLEN  -  1 ocorrências
STONE  -  2 ocorrências
STONES  -  4 ocorrências
STONY  -  2 ocorrências
STOOD  -  10 ocorrências
STOP  -  1 ocorrências
STOPPED  -  3 ocorrências
STOPPING  -  1 ocorrências
STORE  -  3 ocorrências
STORED  -  1 ocorrências
STORES  -  1 ocorrências
STORM  -  10 ocorrências
STORY  -  13 ocorrências
STOVE  -  1 ocorrências
STRAIGHT  -  1 ocorrências
STRAIN  -  2 ocorrências
STRAINED  -  1 ocorrências
STRANGE  -  32 ocorrências
STRANGELY  -  4 ocorrências
STRANGER  -  22 ocorrências
STRANGERS  -  4 ocorrências
STRANGEST  -  1 ocorrências
STRANGLED  -  2 ocorrências
STRASBURGH  -  4 ocorrências
STRAW  -  8 ocorrências
STREAM  -  7 ocorrências
STREAMED  -  2 ocorrências
STREAMS  -  3 ocorrências
STREET  -  3 ocorrências
STREETS  -  6 ocorrências
STRENGTH  -  15 ocorrências
STRENGTHENED  -  1 ocorrências
STRENUOUSLY  -  1 ocorrências
STRETCH  -  1 ocorrências
STRETCHED  -  8 ocorrências
STREWED  -  2 ocorrências
STRICT  -  1 ocorrências
STRIFE  -  1 ocorrências
STRIVE  -  1 ocorrências
STRIVING  -  1 ocorrências
STRONG  -  7 ocorrências
STRONGER  -  1 ocorrências
STRONGLY  -  8 ocorrências
STROVE  -  3 ocorrências
STRUCK  -  10 ocorrências
STRUCTURE  -  4 ocorrências
STRUGGLE  -  4 ocorrências
STRUGGLED  -  5 ocorrências
STUDENT  -  3 ocorrências
STUDENTS  -  1 ocorrências
STUDIED  -  5 ocorrências
STUDIES  -  12 ocorrências
STUDY  -  19 ocorrências
STUDYING  -  2 ocorrências
STUFF  -  1 ocorrências
STUMP  -  1 ocorrências
STUPENDOUS  -  3 ocorrências
STUPID  -  1 ocorrências
STY  -  2 ocorrências
STYLE  -  1 ocorrências
SUBDUE  -  1 ocorrências
SUBDUED  -  3 ocorrências
SUBDUING  -  1 ocorrências
SUBJECT  -  18 ocorrências
SUBJECTS  -  5 ocorrências
SUBLIME  -  7 ocorrências
SUBMISSION  -  1 ocorrências
SUBMIT  -  1 ocorrências
SUBSCRIBE  -  1 ocorrências
SUBSCRIBED  -  1 ocorrências
SUBSEQUENT  -  2 ocorrências
SUBSIST  -  1 ocorrências
SUBSISTED  -  2 ocorrências
SUBSISTENCE  -  1 ocorrências
SUBSTANCE  -  3 ocorrências
SUCCEED  -  6 ocorrências
SUCCEEDED  -  8 ocorrências
SUCCESS  -  12 ocorrências
SUCCESSFULLY  -  1 ocorrências
SUCCESSION  -  1 ocorrências
SUCCESSIVE  -  1 ocorrências
SUCCESSORS  -  1 ocorrências
SUCCOUR  -  2 ocorrências
SUCH  -  93 ocorrências
SUDDEN  -  8 ocorrências
SUDDENLY  -  26 ocorrências
SUFFER  -  11 ocorrências
SUFFERED  -  21 ocorrências
SUFFERER  -  2 ocorrências
SUFFERING  -  5 ocorrências
SUFFERINGS  -  14 ocorrências
SUFFICE  -  1 ocorrências
SUFFICIENCY  -  1 ocorrências
SUFFICIENT  -  20 ocorrências
SUFFICIENTLY  -  3 ocorrências
SUFFOCATED  -  2 ocorrências
SUGGESTED  -  2 ocorrências
SUGGESTION  -  2 ocorrências
SUICIDE  -  1 ocorrências
SUIT  -  1 ocorrências
SUITED  -  2 ocorrências
SULLEN  -  2 ocorrências
SUM  -  5 ocorrências
SUMMER  -  8 ocorrências
SUMMERS  -  1 ocorrências
SUMMIT  -  8 ocorrências
SUMMITS  -  5 ocorrências
SUMMONED  -  1 ocorrências
SUN  -  45 ocorrências
SUNDAY  -  1 ocorrências
SUNK  -  9 ocorrências
SUNLIGHT  -  1 ocorrências
SUNNY  -  1 ocorrências
SUNRISE  -  1 ocorrências
SUNSET  -  2 ocorrências
SUNSHINE  -  4 ocorrências
SUPERFLUOUS  -  1 ocorrências
SUPERHUMAN  -  1 ocorrências
SUPERIOR  -  10 ocorrências
SUPERIORS  -  1 ocorrências
SUPERNATURAL  -  4 ocorrências
SUPERSCRIPTION  -  1 ocorrências
SUPERSTITION  -  1 ocorrências
SUPPLE  -  2 ocorrências
SUPPLIANT  -  1 ocorrências
SUPPLICATION  -  1 ocorrências
SUPPLIED  -  2 ocorrências
SUPPLY  -  3 ocorrências
SUPPORT  -  17 ocorrências
SUPPORTED  -  5 ocorrências
SUPPOSE  -  7 ocorrências
SUPPOSED  -  10 ocorrências
SUPPOSING  -  2 ocorrências
SUPPOSITION  -  2 ocorrências
SUPPRESS  -  2 ocorrências
SUPPRESSED  -  1 ocorrências
SUPPRESSING  -  1 ocorrências
SUPREME  -  2 ocorrências
SURE  -  3 ocorrências
SURELY  -  12 ocorrências
SURFACE  -  2 ocorrências
SURGEON  -  1 ocorrências
SURMOUNT  -  2 ocorrências
SURMOUNTED  -  1 ocorrências
SURMOUNTING  -  1 ocorrências
SURPASSED  -  1 ocorrências
SURPASSING  -  2 ocorrências
SURPRISE  -  9 ocorrências
SURPRISED  -  13 ocorrências
SURPRISING  -  2 ocorrências
SURROUND  -  4 ocorrências
SURROUNDED  -  18 ocorrências
SURROUNDING  -  2 ocorrências
SURVIVE  -  6 ocorrências
SURVIVING  -  1 ocorrências
SURVIVORS  -  2 ocorrências
SUSCEPTIBLE  -  2 ocorrências
SUSPECT  -  2 ocorrências
SUSPENDED  -  2 ocorrências
SUSPENSE  -  4 ocorrências
SUSPICION  -  4 ocorrências
SUSPICIONS  -  1 ocorrências
SUSPICIOUS  -  1 ocorrências
SUSTAIN  -  6 ocorrências
SUSTAINED  -  5 ocorrências
SUSTENANCE  -  2 ocorrências
SWALLOW  -  1 ocorrências
SWALLOWED  -  5 ocorrências
SWAMP  -  1 ocorrências
SWAY  -  1 ocorrências
SWEAR  -  8 ocorrências
SWEET  -  23 ocorrências
SWEETER  -  1 ocorrências
SWEETEST  -  1 ocorrências
SWEETNESS  -  3 ocorrências
SWELL  -  1 ocorrências
SWELLED  -  3 ocorrências
SWELLING  -  3 ocorrências
SWELLS  -  1 ocorrências
SWEPT  -  3 ocorrências
SWIFTER  -  1 ocorrências
SWIFTNESS  -  4 ocorrências
SWIM  -  1 ocorrências
SWIMMING  -  1 ocorrências
SWISS  -  4 ocorrências
SWITZERLAND  -  10 ocorrências
SWORD  -  1 ocorrências
SWORE  -  1 ocorrências
SWORN  -  2 ocorrências
SYMMETRY  -  1 ocorrências
SYMPATHIES  -  4 ocorrências
SYMPATHISE  -  4 ocorrências
SYMPATHISED  -  5 ocorrências
SYMPATHISING  -  2 ocorrências
SYMPATHY  -  19 ocorrências
SYMPTOMS  -  3 ocorrências
SYNDIC  -  1 ocorrências
SYNDICS  -  1 ocorrências
SYNONYMOUS  -  1 ocorrências
SYSTEM  -  2 ocorrências
SYSTEMS  -  2 ocorrências
T  -  1 ocorrências
TABLE  -  2 ocorrências
TACKLE  -  1 ocorrências
TAINTED  -  1 ocorrências
TAKE  -  22 ocorrências
TAKEN  -  33 ocorrências
TAKES  -  2 ocorrências
TAKING  -  9 ocorrências
TALE  -  32 ocorrências
TALENT  -  4 ocorrências
TALENTS  -  1 ocorrências
TALES  -  2 ocorrências
TALK  -  3 ocorrências
TALKED  -  5 ocorrências
TALKING  -  2 ocorrências
TALKS  -  1 ocorrências
TALL  -  3 ocorrências
TAMER  -  1 ocorrências
TANGIBLE  -  1 ocorrências
TAPERS  -  1 ocorrências
TAPPED  -  2 ocorrências
TARDILY  -  1 ocorrências
TARNISH  -  1 ocorrências
TARTARY  -  1 ocorrências
TASK  -  19 ocorrências
TASTE  -  5 ocorrências
TASTED  -  2 ocorrências
TASTES  -  3 ocorrências
TAUGHT  -  8 ocorrências
TAUNT  -  1 ocorrências
TAVERNIER  -  1 ocorrências
TAX  -  6 ocorrências
TAXES  -  1 ocorrências
TAY  -  1 ocorrências
TEACH  -  1 ocorrências
TEACHER  -  1 ocorrências
TEACHERS  -  1 ocorrências
TEAR  -  8 ocorrências
TEARFUL  -  1 ocorrências
TEARING  -  2 ocorrências
TEARS  -  32 ocorrências
TEASED  -  1 ocorrências
TEDIOUS  -  4 ocorrências
TEETH  -  8 ocorrências
TELESCOPES  -  1 ocorrências
TELL  -  11 ocorrências
TEMPER  -  6 ocorrências
TEMPERATURE  -  2 ocorrências
TEMPEST  -  4 ocorrências
TEMPLE  -  1 ocorrências
TEMPLES  -  1 ocorrências
TEMPORARY  -  2 ocorrências
TEMPTATION  -  3 ocorrências
